Type,Start,End,Duration,Total Energy (kcal),Active Energy (kcal),Max Heart Rate (bpm),Avg Heart Rate (bpm),Distance (mi),Avg Speed(mi/hr)),Step Count (count),Step Cadence (spm),Swimming Stroke Count (count),Swim Stoke Cadence (spm),Flights Climbed (count),Elevation Ascended (ft),Elevation Descended (ft)
Traditional Strength Training,2021-04-07 17:56:00,2021-04-07 18:39,00:43:08,356.67,271.49,199,120.81,0.0,0.0,367,0,0.0,0.0,0.0,0.0,0
Yoga,2021-04-07 17:31:00,2021-04-07 17:51,00:20:00,120.23,97.0,94,77.64,0.0,0.0,12,0,0.0,0.0,0.0,0.0,0
Yoga,2021-04-07 17:30:00,2021-04-07 17:52,00:22:02,93.79,68.07,94,75.47,0.0,0.0,32,0,0.0,0.0,0.0,0.0,0
High Intensity Interval Training,2021-04-07 17:14:00,2021-04-07 17:22,00:07:22,64.78,53.51,142,126.07,0.0,0.0,491,0,0.0,0.0,0.0,0.0,0
Yoga,2021-04-06 19:04:00,2021-04-06 19:24,00:20:00,105.73,80.0,104,86.96,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0
Yoga,2021-04-06 18:42:00,2021-04-06 19:02,00:20:00,96.91,74.0,105,88.07,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
Yoga,2021-04-06 18:42:00,2021-04-06 19:24,00:42:38,244.97,167.22,105,85.43,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0
Walking,2021-04-06 13:39:00,2021-04-06 14:03,00:24:01,110.16,61.63,107,84.45,0.712,1.78,755,0,0.0,0.0,1.0,16.96,0
Cycling,2021-04-06 10:02:00,2021-04-06 10:51,00:48:19,626.31,540.0,148,130.98,14.04,17.43,0,0,0.0,0.0,0.0,0.0,0
Cycling,2021-04-06 10:02:00,2021-04-06 10:51,00:48:19,434.59,340.66,148,130.98,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
Walking,2021-04-05 18:22:00,2021-04-05 19:02,00:39:38,189.19,118.81,95,83.97,1.77,2.68,3584,0,0.0,0.0,0.0,9.12,0
Traditional Strength Training,2021-04-05 17:46:00,2021-04-05 18:19,00:33:31,200.79,157.9,139,108.11,0.0,0.0,36,0,0.0,0.0,0.0,0.0,0
Yoga,2021-04-04 16:38:00,2021-04-04 17:08,00:29:53,172.41,131.75,124,92.16,0.0,0.0,112,0,0.0,0.0,0.0,0.0,0
Walking,2021-04-03 10:57:00,2021-04-03 10:58,00:00:21,2.98,2.47,83,83.0,0.014,2.43,0,0,0.0,0.0,0.0,0.0,0
Walking,2021-04-02 15:34:00,2021-04-02 16:03,00:29:06,154.15,92.16,101,82.41,1.18,2.42,1684,0,0.0,0.0,1.0,14.07,0
Walking,2021-04-02 13:25:00,2021-04-02 14:12,00:46:48,239.38,157.08,111,82.53,2.06,2.64,3577,0,0.0,0.0,1.0,30.58,0
Walking,2021-04-02 09:56:00,2021-04-02 10:09,00:13:16,85.55,51.36,114,88.33,0.565,2.56,689,0,0.0,0.0,2.0,19.26,0
Walking,2021-04-01 09:44:00,2021-04-01 10:12,00:28:43,142.52,88.38,95,82.5,1.12,2.34,1632,0,0.0,0.0,2.0,14.73,0
Cycling,2021-03-31 18:02:00,2021-03-31 18:16,00:14:24,115.46,91.46,177,158.86,2.43,10.11,542,0,0.0,0.0,0.0,48.1,0
Traditional Strength Training,2021-03-31 16:45:00,2021-03-31 17:13,00:27:21,166.12,132.55,138,107.56,0.0,0.0,480,0,0.0,0.0,0.0,0.0,0
Rowing,2021-03-31 16:17:00,2021-03-31 16:32,00:15:12,126.57,111.27,142,118.36,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
Cycling,2021-03-31 13:09:00,2021-03-31 13:20,00:11:00,93.39,84.1,180,156.74,2.41,13.15,1034,0,0.0,0.0,0.0,38.81,0
Functional Strength Training,2021-03-30 18:01:00,2021-03-30 18:12,00:10:21,44.58,20.2,102,90.2,0.0,0.0,94,0,0.0,0.0,0.0,0.0,0
Functional Strength Training,2021-03-30 18:01:00,2021-03-30 18:12,00:10:29,94.0,62.0,102,90.2,0.0,0.0,94,0,0.0,0.0,0.0,0.0,0
Walking,2021-03-30 16:28:00,2021-03-30 17:13,00:45:10,240.47,179.67,117,90.01,2.38,3.17,4075,0,0.0,0.0,1.0,29.82,0
Yoga,2021-03-30 08:46:00,2021-03-30 09:16,00:30:00,168.14,130.0,123,86.92,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
Yoga,2021-03-30 08:45:00,2021-03-30 09:16,00:30:48,180.2,112.42,123,83.07,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
Cycling,2021-03-29 18:42:00,2021-03-29 19:04,00:21:55,163.34,118.31,166,143.59,3.6,9.85,1595,0,0.0,0.0,0.0,38.48,0
Traditional Strength Training,2021-03-29 17:15:00,2021-03-29 18:28,01:13:13,663.64,561.54,166,131.21,0.0,0.0,1301,0,0.0,0.0,0.0,0.0,0
Rowing,2021-03-29 16:57:00,2021-03-29 17:12,00:15:05,128.36,113.19,126,112.57,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
Cycling,2021-03-29 13:48:00,2021-03-29 14:02,00:13:29,94.77,83.7,170,152.45,2.43,10.8,1067,0,0.0,0.0,0.0,28.25,0
Walking,2021-03-25 12:43:00,2021-03-25 13:02,00:18:52,104.88,63.68,122,90.37,0.758,2.41,877,0,0.0,0.0,1.0,24.97,0
Cycling,2021-03-25 11:02:00,2021-03-25 11:47,00:45:03,606.17,524.0,149,136.79,13.66,18.19,0,0,0.0,0.0,0.0,0.0,0
Cycling,2021-03-25 11:02:00,2021-03-25 11:47,00:45:40,418.04,335.87,149,133.7,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
Yoga,2021-03-25 10:04:00,2021-03-25 10:16,00:11:30,76.87,47.0,81,69.45,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
Yoga,2021-03-25 10:02:00,2021-03-25 10:16,00:13:43,62.51,30.34,154,73.71,0.0,0.0,44,0,0.0,0.0,0.0,0.0,0
Cycling,2021-03-24 16:39:00,2021-03-24 17:09,00:30:00,286.37,230.0,122,107.52,7.57,15.14,0,0,0.0,0.0,0.0,0.0,0
Cycling,2021-03-24 16:39:00,2021-03-24 17:09,00:30:13,184.06,127.69,122,104.15,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
Walking,2021-03-24 11:50:00,2021-03-24 12:03,00:13:41,84.28,51.11,139,80.91,0.743,3.26,1401,0,0.0,0.0,2.0,0.0,0
Walking,2021-03-21 14:07:00,2021-03-21 14:18,00:10:52,56.78,28.02,133,99.46,0.309,1.71,623,0,0.0,0.0,2.0,20.77,0
Walking,2021-03-21 13:17:00,2021-03-21 13:31,00:14:18,114.96,73.08,184,120.44,0.745,3.13,1313,0,0.0,0.0,1.0,15.12,0
Running,2021-03-21 13:08:00,2021-03-21 13:17,00:08:21,109.57,104.76,185,167.86,1.1,8.17,1235,0,0.0,0.0,1.0,0.0,0
Walking,2021-03-21 12:39:00,2021-03-21 13:08,00:29:22,165.7,128.9,106,95.02,1.72,3.52,3478,0,0.0,0.0,1.0,35.86,0
Walking,2021-03-21 09:59:00,2021-03-21 10:32,00:32:34,131.77,62.65,109,85.22,0.465,0.857,505,0,0.0,0.0,2.0,0.0,0
Walking,2021-03-20 19:50:00,2021-03-20 20:07,00:17:01,92.04,52.95,128,86.88,0.603,2.13,1136,0,0.0,0.0,2.0,38.16,0
Functional Strength Training,2021-03-20 18:47:00,2021-03-20 18:58,00:10:50,34.47,24.98,104,91.12,0.0,0.0,108,0,0.0,0.0,0.0,0.0,0
Yoga,2021-03-20 17:08:00,2021-03-20 17:28,00:20:00,112.58,88.0,112,89.26,0.0,0.0,8,0,0.0,0.0,0.0,0.0,0
Yoga,2021-03-20 16:57:00,2021-03-20 17:07,00:10:00,56.19,48.0,81,74.8,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
Yoga,2021-03-20 16:57:00,2021-03-20 17:29,00:32:07,183.23,123.75,120,85.51,0.0,0.0,27,0,0.0,0.0,0.0,0.0,0
Walking,2021-03-20 12:43:00,2021-03-20 13:34,00:50:08,201.67,112.61,127,89.83,1.3,1.55,1665,0,0.0,0.0,2.0,43.34,0
Walking,2021-03-20 10:48:00,2021-03-20 12:17,01:29:09,455.67,310.4,102,83.69,4.22,2.84,7835,0,0.0,0.0,3.0,60.53,0
Preparation and Recovery,2021-03-19 17:22:00,2021-03-19 17:27,00:05:00,29.05,16.0,105,101.95,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
Yoga,2021-03-19 17:21:00,2021-03-19 17:27,00:05:04,41.83,28.78,126,106.72,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
Functional Strength Training,2021-03-19 16:51:00,2021-03-19 17:21,00:30:00,226.72,188.0,171,144.53,0.0,0.0,429,0,0.0,0.0,0.0,0.0,0
Traditional Strength Training,2021-03-19 16:50:00,2021-03-19 17:21,00:31:06,302.2,263.74,171,138.54,0.0,0.0,429,0,0.0,0.0,0.0,0.0,0
Functional Strength Training,2021-03-19 14:35:00,2021-03-19 14:45,00:10:00,90.28,63.0,0,0.0,0.0,0.0,353,0,0.0,0.0,0.0,0.0,0
Traditional Strength Training,2021-03-19 14:34:00,2021-03-19 14:45,00:11:05,119.85,92.57,153,134.44,0.0,0.0,424,0,0.0,0.0,0.0,0.0,0
Running,2021-03-19 13:20:00,2021-03-19 13:28,00:07:10,131.91,102.22,105,102.39,1.02,8.56,1123,0,0.0,0.0,0.0,0.0,0
Cycling,2021-03-19 11:03:00,2021-03-19 11:48,00:45:00,648.55,567.0,164,149.13,13.93,18.57,16,0,0.0,0.0,0.0,0.0,0
Cycling,2021-03-19 11:02:00,2021-03-19 11:48,00:45:21,503.62,422.06,164,144.24,0.0,0.0,16,0,0.0,0.0,0.0,0.0,0
Walking,2021-03-19 08:10:00,2021-03-19 08:29,00:18:24,110.0,71.6,102,88.59,1.02,3.34,1898,0,0.0,0.0,0.0,8.07,0
Walking,2021-03-18 14:52:00,2021-03-18 15:09,00:17:19,121.1,74.49,128,91.48,1.0,3.48,1400,0,0.0,0.0,0.0,6.96,0
Preparation and Recovery,2021-03-17 17:27:00,2021-03-17 17:37,00:10:00,56.5,31.0,92,87.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
Yoga,2021-03-17 17:26:00,2021-03-17 17:36,00:10:03,65.31,39.82,117,88.65,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
Functional Strength Training,2021-03-17 17:16:00,2021-03-17 17:26,00:10:00,69.88,62.0,0,0.0,0.0,0.0,23,0,0.0,0.0,0.0,0.0,0
Functional Strength Training,2021-03-17 17:16:00,2021-03-17 17:26,00:10:04,51.79,44.17,128,112.21,0.0,0.0,23,0,0.0,0.0,0.0,0.0,0
Cycling,2021-03-17 16:53:00,2021-03-17 17:13,00:20:00,225.47,203.0,151,126.36,5.61,16.83,16,0,0.0,0.0,0.0,0.0,0
Cycling,2021-03-17 16:53:00,2021-03-17 17:13,00:20:00,152.32,129.85,151,126.36,0.0,0.0,16,0,0.0,0.0,0.0,0.0,0
Yoga,2021-03-17 11:32:00,2021-03-17 12:18,00:46:01,267.15,205.0,102,84.44,0.0,0.0,154,0,0.0,0.0,1.0,0.0,0
Yoga,2021-03-17 11:32:00,2021-03-17 12:19,00:46:53,228.88,165.71,102,85.23,0.0,0.0,154,0,0.0,0.0,1.0,0.0,0
Walking,2021-03-16 17:31:00,2021-03-16 20:07,02:36:10,356.62,155.87,123,84.52,1.23,1.14,1587,0,0.0,0.0,2.0,15.03,0
Cycling,2021-03-16 15:45:00,2021-03-16 16:30,00:45:04,589.54,510.0,147,134.3,13.48,17.95,8,0,0.0,0.0,0.0,0.0,0
Cycling,2021-03-16 15:45:00,2021-03-16 16:30,00:45:00,468.72,389.18,147,134.34,0.0,0.0,8,0,0.0,0.0,0.0,0.0,0
Yoga,2021-03-16 11:44:00,2021-03-16 12:14,00:30:00,173.21,135.0,105,83.71,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
Yoga,2021-03-16 11:44:00,2021-03-16 12:15,00:31:56,167.53,106.37,117,81.1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
Functional Strength Training,2021-03-15 17:16:00,2021-03-15 17:46,00:30:00,230.86,188.0,165,147.51,0.0,0.0,288,0,0.0,0.0,0.0,0.0,0
Traditional Strength Training,2021-03-15 17:15:00,2021-03-15 17:45,00:30:09,275.24,232.39,165,133.3,0.0,0.0,288,0,0.0,0.0,0.0,0.0,0
Preparation and Recovery,2021-03-15 11:03:00,2021-03-15 11:13,00:10:00,57.43,31.0,115,93.29,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
Yoga,2021-03-15 11:03:00,2021-03-15 11:13,00:10:00,70.2,43.78,115,93.29,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
Cycling,2021-03-15 10:28:00,2021-03-15 10:58,00:30:00,307.83,270.51,175,147.38,0.0,0.0,90,0,0.0,0.0,0.0,0.0,0
Cycling,2021-03-15 10:28:00,2021-03-15 10:58,00:30:00,808.61,764.0,175,147.4,9.41,18.82,90,0,0.0,0.0,0.0,0.0,0
Yoga,2021-03-15 10:09:00,2021-03-15 10:19,00:10:03,58.26,50.0,88,87.5,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
Yoga,2021-03-15 10:09:00,2021-03-15 10:19,00:10:03,39.97,32.23,85,77.04,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
High Intensity Interval Training,2021-03-15 09:25:00,2021-03-15 09:29,00:03:16,46.78,21.15,149,118.65,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
Traditional Strength Training,2021-03-14 15:01:00,2021-03-14 15:19,00:17:36,114.78,93.34,138,113.59,0.0,0.0,178,0,0.0,0.0,0.0,0.0,0
Functional Strength Training,2021-03-14 14:45:00,2021-03-14 14:55,00:10:00,71.06,63.0,126,123.98,0.0,0.0,554,0,0.0,0.0,0.0,0.0,0
Traditional Strength Training,2021-03-14 14:45:00,2021-03-14 14:55,00:10:17,64.92,56.85,131,117.01,0.0,0.0,593,0,0.0,0.0,0.0,0.0,0
Yoga,2021-03-14 14:17:00,2021-03-14 14:37,00:20:00,97.1,74.0,95,82.5,0.0,0.0,16,0,0.0,0.0,0.0,0.0,0
Yoga,2021-03-14 14:17:00,2021-03-14 14:37,00:20:28,108.82,77.84,100,84.11,0.0,0.0,16,0,0.0,0.0,0.0,0.0,0
Walking,2021-03-14 12:04:00,2021-03-14 12:14,00:10:25,65.56,36.9,115,91.74,0.384,2.21,0,0,0.0,0.0,1.0,14.99,0
Walking,2021-03-14 11:11:00,2021-03-14 11:26,00:15:11,90.57,49.56,103,88.92,0.571,2.26,42,0,0.0,0.0,0.0,18.7,0
Walking,2021-03-13 14:50:00,2021-03-13 15:39,00:49:54,356.25,260.85,130,109.8,2.67,3.21,4695,0,0.0,0.0,2.0,55.77,0
Cycling,2021-03-13 11:17:00,2021-03-13 12:02,00:45:00,483.12,422.37,164,144.56,0.0,0.0,40,0,0.0,0.0,0.0,0.0,0
Cycling,2021-03-13 11:17:00,2021-03-13 12:02,00:45:17,601.36,533.0,164,144.58,13.78,18.26,40,0,0.0,0.0,0.0,0.0,0
Walking,2021-03-13 10:06:00,2021-03-13 10:40,00:34:10,180.03,116.4,107,82.69,1.45,2.55,3069,0,0.0,0.0,1.0,30.68,0
Walking,2021-03-13 09:48:00,2021-03-13 09:59,00:10:39,51.58,43.19,97,85.24,0.517,2.91,1186,0,0.0,0.0,0.0,0.951,0
Running,2021-03-12 14:13:00,2021-03-12 14:15,00:01:12,36.7,13.9,0,0.0,0.167,8.35,182,0,0.0,0.0,0.0,0.0,0
Cycling,2021-03-12 13:57:00,2021-03-12 14:13,00:15:14,85.04,71.51,169,140.95,2.33,9.19,14,0,0.0,0.0,0.0,17.62,0
Yoga,2021-03-12 09:19:00,2021-03-12 09:47,00:28:14,117.23,62.47,89,66.08,0.0,0.0,4,0,0.0,0.0,0.0,0.0,0
Yoga,2021-03-12 08:46:00,2021-03-12 09:16,00:30:00,168.15,130.0,102,80.07,0.0,0.0,18,0,0.0,0.0,0.0,0.0,0
Yoga,2021-03-12 08:46:00,2021-03-12 09:15,00:29:27,137.72,100.85,102,79.09,0.0,0.0,18,0,0.0,0.0,0.0,0.0,0
Walking,2021-03-12 08:22:00,2021-03-12 08:39,00:17:09,116.43,90.45,110,99.08,1.02,3.56,1882,0,0.0,0.0,0.0,6.63,0
Functional Strength Training,2021-03-11 18:58:00,2021-03-11 19:13,00:15:00,110.09,94.0,138,116.97,0.0,0.0,78,0,0.0,0.0,0.0,0.0,0
Functional Strength Training,2021-03-11 18:58:00,2021-03-11 19:13,00:15:14,90.47,74.85,145,117.25,0.0,0.0,78,0,0.0,0.0,0.0,0.0,0
Functional Strength Training,2021-03-11 15:27:00,2021-03-11 15:57,00:30:00,245.79,188.0,178,155.15,0.0,0.0,566,0,0.0,0.0,0.0,0.0,0
Traditional Strength Training,2021-03-11 15:27:00,2021-03-11 15:57,00:30:00,309.09,243.68,178,147.56,0.0,0.0,566,0,0.0,0.0,0.0,0.0,0
Functional Strength Training,2021-03-11 09:10:00,2021-03-11 09:16,00:06:19,31.4,28.83,156,129.21,0.0,0.0,124,0,0.0,0.0,0.0,0.0,0
Walking,2021-03-11 08:05:00,2021-03-11 08:21,00:16:31,118.64,80.41,126,100.98,1.02,3.71,1934,0,0.0,0.0,1.0,12.73,0
Functional Strength Training,2021-03-10 15:52:00,2021-03-10 16:02,00:10:00,71.0,63.0,0,0.0,0.0,0.0,356,0,0.0,0.0,0.0,0.0,0
Traditional Strength Training,2021-03-10 15:51:00,2021-03-10 16:02,00:11:00,89.64,63.44,148,115.36,0.0,0.0,356,0,0.0,0.0,0.0,0.0,0
Cycling,2021-03-10 14:41:00,2021-03-10 15:01,00:20:00,272.58,231.0,153,136.56,6.02,18.06,91,0,0.0,0.0,0.0,0.0,0
Cycling,2021-03-10 14:41:00,2021-03-10 15:01,00:20:04,215.19,173.61,153,136.56,0.0,0.0,91,0,0.0,0.0,0.0,0.0,0
Walking,2021-03-10 08:23:00,2021-03-10 08:50,00:27:02,144.6,91.51,113,87.49,1.12,2.48,1243,0,0.0,0.0,1.0,20.9,0
Walking,2021-03-09 12:21:00,2021-03-09 12:38,00:16:10,81.02,50.09,106,85.31,0.666,2.47,810,0,0.0,0.0,1.0,22.18,0
Walking,2021-03-09 08:05:00,2021-03-09 08:22,00:16:43,107.2,68.4,107,89.8,0.825,2.96,1420,0,0.0,0.0,1.0,8.79,0
Walking,2021-03-08 08:12:00,2021-03-08 08:29,00:17:00,110.82,73.65,116,93.7,1.03,3.63,1171,0,0.0,0.0,2.0,7.09,0
Yoga,2021-03-07 15:58:00,2021-03-07 16:21,00:22:53,105.75,79.0,110,88.41,0.0,0.0,25,0,0.0,0.0,0.0,0.0,0
Yoga,2021-03-07 15:58:00,2021-03-07 16:22,00:23:37,138.74,91.77,110,83.56,0.0,0.0,25,0,0.0,0.0,0.0,0.0,0
Walking,2021-03-07 12:35:00,2021-03-07 12:57,00:22:03,99.76,54.05,123,104.37,0.52,1.42,1032,0,0.0,0.0,0.0,14.17,0
Walking,2021-03-07 10:56:00,2021-03-07 12:18,01:22:16,440.62,303.68,110,85.2,3.71,2.71,7395,0,0.0,0.0,2.0,55.41,0
Walking,2021-03-07 10:34:00,2021-03-07 10:41,00:06:38,26.07,23.64,103,88.09,0.322,2.92,662,0,0.0,0.0,0.0,0.0,0
Walking,2021-03-06 10:44:00,2021-03-06 11:17,00:33:45,195.51,133.01,107,92.25,1.85,3.29,3342,0,0.0,0.0,0.0,33.76,0
Cycling,2021-03-05 12:28:00,2021-03-05 13:13,00:45:01,531.98,450.47,167,149.88,0.0,0.0,24,0,0.0,0.0,0.0,0.0,0
Cycling,2021-03-05 12:28:00,2021-03-05 13:13,00:45:06,608.5,527.0,167,149.89,13.69,18.21,24,0,0.0,0.0,0.0,0.0,0
Walking,2021-03-05 08:08:00,2021-03-05 08:29,00:20:25,124.6,72.92,107,94.16,0.704,2.07,1072,0,0.0,0.0,2.0,7.78,0
Functional Strength Training,2021-03-04 16:12:00,2021-03-04 17:07,00:55:29,355.17,282.0,177,146.22,0.0,0.0,650,0,0.0,0.0,0.0,0.0,0
Traditional Strength Training,2021-03-04 16:11:00,2021-03-04 17:07,00:56:03,542.62,448.54,177,138.35,0.0,0.0,650,0,0.0,0.0,0.0,0.0,0
Yoga,2021-03-04 12:53:00,2021-03-04 13:13,00:20:00,110.17,87.0,123,102.77,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
Yoga,2021-03-04 12:53:00,2021-03-04 13:14,00:21:01,145.44,100.36,131,98.97,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
Walking,2021-03-04 07:59:00,2021-03-04 08:16,00:16:59,104.83,68.55,108,98.53,1.02,3.6,1931,0,0.0,0.0,0.0,0.0,0
Traditional Strength Training,2021-03-01 15:16:00,2021-03-01 15:59,00:42:45,421.06,354.29,165,135.41,0.0,0.0,479,0,0.0,0.0,0.0,0.0,0
Walking,2021-02-25 11:49:00,2021-02-25 12:16,00:27:28,232.68,132.14,127,98.6,1.47,3.2,2514,0,0.0,0.0,0.0,0.0,0
Walking,2021-02-23 07:57:00,2021-02-23 08:16,00:19:29,113.21,91.2,114,92.88,1.01,3.11,1163,0,0.0,0.0,0.0,0.0,0
Functional Strength Training,2021-02-22 17:45:00,2021-02-22 18:19,00:34:30,186.7,125.0,170,106.13,0.0,0.0,265,0,0.0,0.0,0.0,0.0,0
Traditional Strength Training,2021-02-22 17:44:00,2021-02-22 18:19,00:34:47,189.51,120.07,170,95.29,0.0,0.0,265,0,0.0,0.0,0.0,0.0,0
Walking,2021-02-22 14:27:00,2021-02-22 14:48,00:20:30,127.16,75.93,106,85.97,0.704,2.06,733,0,0.0,0.0,3.0,33.14,0
Yoga,2021-02-22 10:16:00,2021-02-22 10:46,00:30:00,190.32,132.0,113,88.32,0.0,0.0,161,0,0.0,0.0,0.0,0.0,0
Yoga,2021-02-22 10:16:00,2021-02-22 10:46,00:30:29,184.01,125.69,113,86.5,0.0,0.0,161,0,0.0,0.0,0.0,0.0,0
Yoga,2021-02-21 16:28:00,2021-02-21 16:48,00:20:00,111.53,89.0,116,90.24,0.0,0.0,59,0,0.0,0.0,0.0,0.0,0
Yoga,2021-02-21 16:28:00,2021-02-21 16:49,00:21:12,138.58,93.25,116,89.28,0.0,0.0,59,0,0.0,0.0,0.0,0.0,0
Running,2021-02-20 21:37:00,2021-02-20 21:38,00:00:50,10.0,10.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
Yoga,2021-02-20 13:35:00,2021-02-20 13:45,00:10:00,70.93,45.0,93,87.5,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
Yoga,2021-02-20 13:33:00,2021-02-20 13:43,00:10:00,3.85,0.0,82,82.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
Traditional Strength Training,2021-02-20 12:49:00,2021-02-20 13:12,00:23:10,221.8,166.11,165,124.07,0.0,0.0,252,0,0.0,0.0,0.0,0.0,0
Walking,2021-02-19 08:27:00,2021-02-19 08:40,00:12:24,82.67,43.83,106,89.99,0.508,2.46,369,0,0.0,0.0,2.0,8.6,0
Cycling,2021-02-18 09:18:00,2021-02-18 10:33,01:15:00,765.36,642.35,144,132.24,0.0,0.0,25,0,0.0,0.0,0.0,0.0,0
Cycling,2021-02-18 09:18:00,2021-02-18 10:33,01:15:07,1014.0,883.0,144,132.24,22.85,18.25,25,0,0.0,0.0,0.0,0.0,0
Cycling,2021-02-17 20:25:00,2021-02-17 20:32,00:06:35,50.28,48.36,176,163.61,1.22,11.15,0,0,0.0,0.0,0.0,17.22,0
Cycling,2021-02-17 19:13:00,2021-02-17 19:23,00:10:37,48.55,23.57,174,150.44,1.23,6.96,268,0,0.0,0.0,0.0,15.09,0
Traditional Strength Training,2021-02-17 18:31:00,2021-02-17 18:59,00:28:43,235.21,199.53,178,126.93,0.0,0.0,314,0,0.0,0.0,0.0,0.0,0
Functional Strength Training,2021-02-17 18:29:00,2021-02-17 18:59,00:30:00,232.13,188.0,178,126.54,0.0,0.0,314,0,0.0,0.0,0.0,0.0,0
Walking,2021-02-17 13:19:00,2021-02-17 13:56,00:36:42,151.52,83.48,100,77.93,0.91,1.49,1946,0,0.0,0.0,2.0,15.03,0
Walking,2021-02-17 08:20:00,2021-02-17 08:38,00:18:16,110.56,69.55,113,89.52,0.626,2.06,1054,0,0.0,0.0,2.0,19.85,0
Functional Strength Training,2021-02-16 18:25:00,2021-02-16 18:32,00:06:29,46.97,44.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
Traditional Strength Training,2021-02-16 18:25:00,2021-02-16 18:32,00:07:27,61.7,37.77,150,113.8,0.0,0.0,157,0,0.0,0.0,0.0,0.0,0
Functional Strength Training,2021-02-16 17:50:00,2021-02-16 18:13,00:23:43,178.48,150.0,143,116.21,0.0,0.0,121,0,0.0,0.0,0.0,0.0,0
Functional Strength Training,2021-02-16 17:49:00,2021-02-16 18:13,00:24:17,149.12,120.32,143,110.47,0.0,0.0,121,0,0.0,0.0,0.0,0.0,0
Cycling,2021-02-15 12:06:00,2021-02-15 12:51,00:45:01,406.31,342.48,143,128.57,0.0,0.0,23,0,0.0,0.0,0.0,0.0,0
Cycling,2021-02-15 12:06:00,2021-02-15 12:51,00:45:13,596.45,525.0,143,128.47,13.67,18.14,23,0,0.0,0.0,0.0,0.0,0
Running,2021-02-13 17:17:00,2021-02-13 18:21,01:04:28,330.16,240.86,184,128.9,2.27,4.02,6771,0,0.0,0.0,7.0,32.48,0
Walking,2021-02-13 14:57:00,2021-02-13 16:57,02:00:26,670.86,477.75,127,98.53,4.45,2.21,8583,0,0.0,0.0,6.04,66.99,0
Functional Strength Training,2021-02-11 17:52:00,2021-02-11 18:37,00:45:00,362.5,282.0,179,151.79,0.0,0.0,924,0,0.0,0.0,0.0,0.0,0
Traditional Strength Training,2021-02-11 17:51:00,2021-02-11 18:36,00:44:58,514.1,433.61,179,148.21,0.0,0.0,901,0,0.0,0.0,0.0,0.0,0
Cycling,2021-02-11 11:21:00,2021-02-11 12:06,00:45:00,616.3,534.0,148,137.87,13.74,18.32,28,0,0.0,0.0,0.0,0.0,0
Cycling,2021-02-11 11:20:00,2021-02-11 12:06,00:45:59,488.18,405.87,148,134.97,0.0,0.0,28,0,0.0,0.0,0.0,0.0,0
Walking,2021-02-11 08:24:00,2021-02-11 08:48,00:23:31,112.25,64.89,114,85.11,0.698,1.78,1214,0,0.0,0.0,2.0,17.42,0
Functional Strength Training,2021-02-10 17:50:00,2021-02-10 18:35,00:45:29,342.03,281.0,166,134.0,0.0,0.0,527,0,0.0,0.0,0.0,0.0,0
Traditional Strength Training,2021-02-10 17:49:00,2021-02-10 18:36,00:46:08,421.51,341.89,166,128.22,0.0,0.0,527,0,0.0,0.0,0.0,0.0,0
Walking,2021-02-10 08:18:00,2021-02-10 08:29,00:10:19,117.78,43.09,119,96.39,0.584,3.4,714,0,0.0,0.0,0.0,20.11,0
Yoga,2021-02-09 20:47:00,2021-02-09 21:32,00:45:00,261.67,201.0,103,81.83,0.0,0.0,49,0,0.0,0.0,0.0,0.0,0
Yoga,2021-02-09 20:47:00,2021-02-09 21:33,00:46:44,273.4,182.1,103,81.36,0.0,0.0,49,0,0.0,0.0,0.0,0.0,0
Walking,2021-02-09 16:33:00,2021-02-09 16:53,00:19:54,118.84,78.47,111,90.57,1.02,3.08,1917,0,0.0,0.0,2.0,23.56,0
