date,Sleep Score,Total Sleep Score,REM Sleep Score,Deep Sleep Score,Sleep Efficiency Score,Restfulness Score,Sleep Latency Score,Sleep Timin Score,Total Sleep Duration,Total Bedtime ,Awake Time,REM Sleep Duration,Light Sleep Duration,Deep Sleep Duration,Restless Sleep,Sleep Efficiency,Sleep Latency,Sleep Timing,Bedtime Start,Bedtime End,Average Resting Heart Rate,Lowest Resting Heart Rate,Average HRV,Temperature Deviation (°C),Temperature Trend Deviation,Respiratory Rate,Activity Score,Stay Active Score,Move Every Hour Score,Meet Daily Targets Score,Training Frequency Score,Training Volume Score,Activity Burn,Total Burn,Steps,Equivalent Walking Distance,Inactive Time,Rest Time,Low Activity Time,Medium Activity Time,High Activity Time,Non-wear Time,Average MET,Long Periods of Inactivity,Readiness Score,Previous Night Score,Sleep Balance Score,Previous Day Activity Score,Activity Balance Score,Temperature Score,Resting Heart Rate Score,HRV Balance Score,Recovery Index Score
2021-06-23,79.0,81.0,80.0,81.0,95.0,62.0,81.0,80.0,27870.0,30900.0,3030.0,5940.0,16890.0,5040.0,40.0,90.0,480.0,15240.0,2021-06-22T23:25:21-05:00,2021-06-23T08:00:21-05:00,50.53,44.0,84.0,-0.22,-0.12,12.0,96,81,100,100,100,100,508.0,2631.0,8148.0,9011.0,30300.0,30960.0,19980.0,2820.0,0.0,2340.0,1.53125,0.0,76.0,78,78,1,87,97.0,97.0,76,100.0
2021-06-24,81.0,86.0,93.0,79.0,97.0,56.0,67.0,87.0,29130.0,31800.0,2670.0,6930.0,17310.0,4890.0,43.0,92.0,180.0,15390.0,2021-06-23T23:07:23-05:00,2021-06-24T07:57:23-05:00,49.49,45.0,82.0,-0.29,-0.13,11.625,98,87,100,100,100,100,683.0,2783.0,10186.0,12193.0,29820.0,30180.0,16620.0,4980.0,660.0,4140.0,1.625,0.0,89.0,83,80,100,89,95.0,97.0,85,100.0
2021-06-25,71.0,77.0,83.0,67.0,72.0,75.0,20.0,89.0,26670.0,33360.0,6690.0,6150.0,16350.0,4170.0,38.0,80.0,2850.0,17160.0,2021-06-24T22:35:19-05:00,2021-06-25T07:51:19-05:00,51.38,46.0,72.0,0.22,0.05,11.75,95,68,100,100,100,100,678.0,2868.0,14813.0,12759.0,36180.0,19320.0,22800.0,4500.0,120.0,3480.0,1.6875,0.0,83.0,58,78,80,89,86.0,97.0,88,100.0
2021-06-26,63.0,56.0,63.0,77.0,83.0,83.0,67.0,22.0,21390.0,25140.0,3750.0,4710.0,11880.0,4800.0,27.0,85.0,180.0,11430.0,2021-06-26T02:31:22-05:00,2021-06-26T09:30:22-05:00,75.42,64.0,21.0,-0.3,0.03,13.75,96,78,100,100,100,100,652.0,2811.0,14694.0,12760.0,29760.0,27300.0,25680.0,3660.0,0.0,0.0,1.65625,0.0,52.0,39,68,100,95,95.0,1.0,57,9.0
2021-06-27,61.0,58.0,38.0,72.0,96.0,62.0,70.0,35.0,21930.0,24180.0,2250.0,2850.0,14610.0,4470.0,41.0,91.0,270.0,11610.0,2021-06-27T01:55:15-05:00,2021-06-27T08:38:15-05:00,52.83,48.0,84.0,-0.24,-0.02,12.0,93,75,100,100,100,100,432.0,2495.0,6663.0,8209.0,35100.0,35580.0,12960.0,2760.0,0.0,0.0,1.4375,0.0,68.0,34,59,93,92,97.0,83.0,67,76.0
2021-06-28,90.0,98.0,100.0,97.0,100.0,69.0,67.0,90.0,32430.0,33720.0,1290.0,8850.0,16380.0,7200.0,36.0,96.0,210.0,16710.0,2021-06-27T22:39:15-05:00,2021-06-28T08:01:15-05:00,47.48,43.0,90.0,-0.1,-0.03,12.75,100,100,100,100,100,100,1293.0,3425.0,11177.0,22330.0,28320.0,30960.0,18060.0,4800.0,2520.0,1740.0,2.0,0.0,87.0,100,67,99,93,100.0,98.0,77,100.0
2021-06-29,81.0,85.0,84.0,59.0,97.0,67.0,81.0,87.0,28980.0,31440.0,2460.0,6270.0,19080.0,3630.0,41.0,92.0,480.0,15240.0,2021-06-28T23:11:07-05:00,2021-06-29T07:55:07-05:00,51.04,46.0,78.0,0.0,0.05,11.375,97,83,100,100,100,100,438.0,2522.0,8326.0,7440.0,29700.0,30840.0,15000.0,2640.0,180.0,8040.0,1.46875,0.0,75.0,84,70,7,82,100.0,89.0,82,100.0
2021-06-30,86.0,86.0,80.0,99.0,96.0,78.0,89.0,82.0,29130.0,32040.0,2910.0,5940.0,14610.0,8580.0,34.0,91.0,1140.0,15840.0,2021-06-29T23:09:55-05:00,2021-06-30T08:03:55-05:00,47.15,44.0,90.0,-0.04,0.08,11.75,100,100,100,100,100,100,1300.0,3425.0,10564.0,21850.0,30720.0,29040.0,13560.0,4800.0,4680.0,3600.0,2.0,0.0,90.0,97,73,100,88,100.0,98.0,88,100.0
2021-07-01,76.0,83.0,81.0,63.0,95.0,58.0,72.0,74.0,28290.0,31260.0,2970.0,6030.0,18330.0,3930.0,46.0,90.0,300.0,15150.0,2021-06-30T23:38:53-05:00,2021-07-01T08:19:53-05:00,50.55,45.0,78.0,-0.46,-0.07,11.75,96,72,100,100,100,100,911.0,3005.0,9040.0,16307.0,31500.0,32640.0,12120.0,7740.0,60.0,2340.0,1.75,0.0,74.0,71,75,1,78,89.0,100.0,90,80.0
2021-07-02,86.0,90.0,96.0,93.0,97.0,76.0,67.0,79.0,30120.0,32640.0,2520.0,7320.0,17070.0,5730.0,34.0,92.0,180.0,16800.0,2021-07-01T23:00:33-05:00,2021-07-02T08:04:33-05:00,55.67,48.0,64.0,0.17,0.0,12.0,95,75,100,100,100,100,797.0,2912.0,10155.0,13914.0,33540.0,27420.0,17820.0,3480.0,1800.0,2340.0,1.6875,0.0,81.0,97,79,80,74,90.0,72.0,89,70.0
2021-07-03,81.0,84.0,69.0,95.0,96.0,74.0,97.0,47.0,28650.0,31500.0,2850.0,5160.0,17550.0,5940.0,38.0,91.0,930.0,15630.0,2021-07-03T00:24:27-05:00,2021-07-03T09:09:27-05:00,50.25,46.0,77.0,0.24,0.18,12.0,94,84,100,100,100,100,916.0,3001.0,12482.0,16458.0,29580.0,32880.0,11940.0,6180.0,1800.0,4020.0,1.75,0.0,83.0,84,80,41,72,85.0,100.0,91,100.0
2021-07-04,81.0,95.0,96.0,61.0,95.0,64.0,86.0,46.0,31560.0,35220.0,3660.0,7350.0,20400.0,3810.0,36.0,90.0,600.0,17730.0,2021-07-03T23:51:56-05:00,2021-07-04T09:38:56-05:00,62.95,49.0,38.0,0.29,0.35,13.25,89,66,100,100,100,100,409.0,2497.0,8584.0,7675.0,37200.0,29760.0,15480.0,2820.0,0.0,1140.0,1.46875,0.0,66.0,84,86,37,71,80.0,33.0,80,40.0
2021-07-05,68.0,73.0,67.0,60.0,99.0,65.0,67.0,35.0,25650.0,27180.0,1530.0,4980.0,16980.0,3690.0,38.0,94.0,210.0,13470.0,2021-07-05T01:24:32-05:00,2021-07-05T08:57:32-05:00,54.97,46.0,61.0,-0.19,0.2,12.25,95,80,95,95,100,100,323.0,2349.0,6004.0,5831.0,32580.0,37740.0,14100.0,1800.0,180.0,0.0,1.34375,1.0,75.0,51,80,100,76,99.0,88.0,76,56.0
2021-07-06,90.0,99.0,82.0,96.0,99.0,71.0,72.0,97.0,32820.0,35040.0,2220.0,6120.0,20130.0,6570.0,34.0,94.0,300.0,17160.0,2021-07-05T22:17:58-05:00,2021-07-06T08:01:58-05:00,48.04,43.0,75.0,-0.34,-0.02,11.75,95,79,95,95,100,100,542.0,2649.0,11095.0,9533.0,31680.0,34560.0,16200.0,3840.0,120.0,0.0,1.53125,1.0,92.0,100,88,100,82,93.0,99.0,80,97.0
2021-07-07,92.0,95.0,95.0,96.0,97.0,72.0,94.0,100.0,31620.0,34260.0,2640.0,7200.0,17730.0,6690.0,41.0,92.0,1020.0,16950.0,2021-07-06T22:07:31-05:00,2021-07-07T07:38:31-05:00,50.09,43.0,71.0,-0.22,-0.11,11.625,98,95,100,95,100,100,1535.0,3659.0,16230.0,27030.0,23040.0,31860.0,15420.0,9480.0,2940.0,3660.0,2.125,0.0,92.0,100,92,97,84,98.0,99.0,81,85.0
2021-07-08,91.0,96.0,99.0,88.0,98.0,72.0,91.0,91.0,31980.0,34560.0,2580.0,8550.0,18000.0,5430.0,35.0,93.0,720.0,17460.0,2021-07-07T22:25:05-05:00,2021-07-08T08:01:05-05:00,51.12,46.0,68.0,-0.15,-0.07,12.125,95,73,100,95,100,100,1001.0,3141.0,18916.0,18623.0,34920.0,24960.0,17880.0,8460.0,180.0,0.0,1.84375,0.0,82.0,100,96,1,73,100.0,94.0,82,95.0
2021-07-09,72.0,57.0,65.0,61.0,97.0,81.0,72.0,100.0,21510.0,23460.0,1950.0,4830.0,12870.0,3810.0,33.0,92.0,300.0,11850.0,2021-07-08T23:36:13-07:00,2021-07-09T06:07:13-07:00,67.12,63.0,24.0,-0.17,-0.03,13.375,88,65,95,78,100,100,286.0,2330.0,6037.0,5092.0,38040.0,34140.0,12900.0,1200.0,120.0,0.0,1.34375,1.0,61.0,60,84,72,71,99.0,1.0,50,95.0
2021-07-10,86.0,100.0,96.0,81.0,98.0,73.0,67.0,57.0,33750.0,36360.0,2610.0,7500.0,21210.0,5040.0,35.0,93.0,210.0,18450.0,2021-07-09T23:16:33-05:00,2021-07-10T09:22:33-05:00,52.92,46.0,77.0,-0.15,-0.02,12.5,94,96,100,78,100,100,1052.0,3125.0,10881.0,17992.0,22980.0,34620.0,16740.0,3540.0,3180.0,5340.0,1.8125,0.0,84.0,95,91,100,80,100.0,72.0,57,100.0
2021-07-11,68.0,81.0,71.0,34.0,76.0,63.0,67.0,54.0,27780.0,33960.0,6180.0,5250.0,20400.0,2130.0,46.0,82.0,210.0,17160.0,2021-07-10T23:43:34-05:00,2021-07-11T09:09:34-05:00,63.51,50.0,45.0,0.37,0.18,12.75,92,84,100,78,100,100,432.0,2526.0,8551.0,7524.0,28440.0,36420.0,19140.0,2160.0,240.0,0.0,1.46875,0.0,59.0,50,88,13,76,74.0,58.0,47,47.0
2021-07-12,81.0,86.0,98.0,70.0,83.0,56.0,86.0,90.0,29220.0,34320.0,5100.0,8250.0,16590.0,4380.0,42.0,85.0,630.0,17310.0,2021-07-11T22:29:34-05:00,2021-07-12T08:01:34-05:00,47.39,43.0,80.0,-0.35,0.12,12.5,96,82,100,95,100,100,860.0,2993.0,9872.0,14992.0,34500.0,29760.0,14760.0,6600.0,780.0,0.0,1.75,0.0,86.0,83,88,100,86,93.0,98.0,58,100.0
2021-07-13,78.0,79.0,90.0,72.0,98.0,68.0,67.0,75.0,27360.0,29280.0,1920.0,6690.0,16170.0,4500.0,40.0,93.0,210.0,14460.0,2021-07-12T23:47:08-05:00,2021-07-13T07:55:08-05:00,50.56,44.0,71.0,0.13,0.13,11.875,97,82,100,100,100,100,874.0,3007.0,15852.0,15926.0,29580.0,32220.0,16620.0,7620.0,360.0,0.0,1.75,0.0,78.0,75,84,65,85,94.0,100.0,62,67.0
2021-07-14,79.0,81.0,93.0,46.0,83.0,64.0,94.0,91.0,27720.0,32640.0,4920.0,6870.0,18000.0,2850.0,41.0,85.0,1020.0,16650.0,2021-07-13T22:38:57-05:00,2021-07-14T07:42:57-05:00,53.32,47.0,71.0,-0.25,0.04,12.125,97,84,100,100,100,100,515.0,2572.0,12105.0,9779.0,29280.0,34620.0,13140.0,4080.0,60.0,5220.0,1.5,0.0,79.0,78,82,66,82,96.0,88.0,68,81.0
2021-07-15,85.0,98.0,89.0,70.0,96.0,64.0,67.0,92.0,32580.0,35820.0,3240.0,6660.0,21570.0,4350.0,39.0,91.0,210.0,17640.0,2021-07-14T22:19:58-05:00,2021-07-15T08:16:58-05:00,55.34,46.0,62.0,0.14,0.12,12.25,97,92,95,95,100,100,452.0,2491.0,8772.0,8495.0,24840.0,31080.0,13500.0,3360.0,0.0,13620.0,1.4375,1.0,85.0,93,88,99,85,93.0,88.0,69,71.0
2021-07-16,75.0,67.0,67.0,95.0,83.0,58.0,86.0,92.0,24090.0,28380.0,4290.0,5040.0,13110.0,5940.0,44.0,85.0,1170.0,13740.0,2021-07-15T23:25:11-05:00,2021-07-16T07:18:11-05:00,49.34,45.0,77.0,-0.19,0.08,12.0,95,70,100,100,100,100,737.0,2873.0,11557.0,12770.0,37260.0,24420.0,17340.0,2580.0,1860.0,2940.0,1.6875,0.0,86.0,68,80,100,89,99.0,100.0,79,100.0
2021-07-17,65.0,56.0,49.0,38.0,100.0,84.0,67.0,77.0,21300.0,22380.0,1080.0,3720.0,15210.0,2370.0,31.0,95.0,180.0,10980.0,2021-07-17T00:40:33-05:00,2021-07-17T06:53:33-05:00,63.62,53.0,32.0,0.61,0.36,12.625,95,72,95,100,100,100,947.0,3060.0,11135.0,17495.0,37560.0,24420.0,15000.0,7800.0,780.0,840.0,1.78125,1.0,50.0,44,68,64,90,53.0,40.0,56,34.0
2021-07-18,74.0,70.0,63.0,91.0,95.0,64.0,70.0,79.0,25080.0,28020.0,2940.0,4710.0,14730.0,5640.0,35.0,90.0,240.0,13560.0,2021-07-17T23:55:01-05:00,2021-07-18T07:42:01-05:00,51.41,46.0,78.0,-0.27,0.27,12.0,98,96,95,100,100,100,1056.0,3196.0,13036.0,19622.0,21600.0,30600.0,27720.0,6420.0,60.0,0.0,1.84375,1.0,72.0,67,63,48,85,96.0,95.0,65,87.0
2021-07-19,84.0,85.0,92.0,95.0,95.0,60.0,86.0,86.0,28920.0,32220.0,3300.0,6810.0,16020.0,6090.0,40.0,90.0,630.0,15570.0,2021-07-18T23:06:34-05:00,2021-07-19T08:03:34-05:00,48.94,44.0,79.0,-0.01,0.18,11.75,96,97,100,100,100,100,1176.0,3293.0,18780.0,21437.0,28680.0,31320.0,15840.0,9000.0,1560.0,0.0,1.90625,0.0,82.0,92,66,84,78,100.0,100.0,72,100.0
2021-07-20,76.0,85.0,75.0,64.0,90.0,70.0,48.0,76.0,28890.0,32700.0,3810.0,5580.0,19290.0,4020.0,38.0,88.0,2010.0,17220.0,2021-07-19T22:58:47-05:00,2021-07-20T08:03:47-05:00,53.48,45.0,75.0,-0.08,0.08,12.625,91,83,100,100,100,100,750.0,2885.0,13010.0,13681.0,30060.0,29160.0,18600.0,5280.0,180.0,3120.0,1.6875,0.0,72.0,72,67,33,69,100.0,100.0,77,74.0
2021-07-21,74.0,79.0,95.0,24.0,95.0,56.0,86.0,76.0,27420.0,30540.0,3120.0,7110.0,18750.0,1560.0,46.0,90.0,1170.0,15330.0,2021-07-20T23:31:58-05:00,2021-07-21T08:00:58-05:00,52.15,48.0,69.0,-0.44,-0.03,12.625,87,71,100,100,100,100,608.0,2781.0,13636.0,10810.0,36180.0,26040.0,19080.0,4980.0,120.0,0.0,1.625,0.0,77.0,67,68,87,69,90.0,79.0,80,100.0
2021-07-22,69.0,65.0,65.0,46.0,98.0,68.0,97.0,57.0,23760.0,25500.0,1740.0,4830.0,16050.0,2880.0,40.0,93.0,960.0,12930.0,2021-07-22T00:48:59-05:00,2021-07-22T07:53:59-05:00,59.68,51.0,44.0,0.32,0.1,12.75,79,100,100,100,100,100,763.0,2902.0,14779.0,13449.0,29760.0,32160.0,19020.0,4800.0,660.0,0.0,1.6875,0.0,63.0,55,63,89,71,77.0,56.0,69,43.0
2021-07-23,86.0,98.0,97.0,78.0,90.0,71.0,72.0,71.0,32460.0,36780.0,4320.0,7980.0,19620.0,4860.0,34.0,88.0,330.0,18900.0,2021-07-22T22:42:20-05:00,2021-07-23T08:55:20-05:00,57.27,46.0,52.0,-0.01,0.2,12.625,83,76,100,100,100,100,582.0,2740.0,12237.0,10362.0,36060.0,23760.0,18420.0,3900.0,180.0,4080.0,1.59375,0.0,75.0,98,72,75,71,100.0,88.0,64,53.0
2021-07-24,72.0,82.0,79.0,73.0,98.0,67.0,70.0,16.0,27960.0,30060.0,2100.0,5850.0,17550.0,4560.0,42.0,93.0,240.0,14820.0,2021-07-24T02:10:34-05:00,2021-07-24T10:31:34-05:00,61.64,51.0,45.0,0.12,0.28,12.875,97,85,100,100,100,100,700.0,2777.0,12275.0,12159.0,28680.0,37260.0,15600.0,3900.0,960.0,0.0,1.59375,0.0,63.0,63,73,88,74,95.0,64.0,56,10.0
2021-07-25,76.0,76.0,81.0,96.0,74.0,64.0,89.0,55.0,26430.0,32700.0,6270.0,6030.0,13770.0,6630.0,35.0,81.0,1110.0,16140.0,2021-07-24T23:59:06-05:00,2021-07-25T09:04:06-05:00,54.3,45.0,71.0,-0.17,0.14,12.375,97,86,100,100,100,100,699.0,2785.0,10066.0,12964.0,30360.0,34800.0,15120.0,6120.0,0.0,0.0,1.625,0.0,76.0,74,72,72,76,99.0,96.0,62,88.0
2021-07-26,82.0,85.0,75.0,96.0,81.0,53.0,97.0,89.0,28920.0,34260.0,5340.0,5550.0,17130.0,6240.0,47.0,84.0,870.0,17250.0,2021-07-25T22:32:56-05:00,2021-07-26T08:03:56-05:00,46.35,41.0,111.0,0.04,0.14,12.0,98,93,100,100,100,100,1172.0,3325.0,19668.0,20855.0,27840.0,28200.0,18180.0,6600.0,2400.0,3180.0,1.9375,0.0,84.0,89,74,93,76,100.0,91.0,80,100.0
2021-07-27,68.0,70.0,84.0,57.0,83.0,72.0,54.0,50.0,24990.0,29400.0,4410.0,6210.0,15270.0,3510.0,37.0,85.0,1890.0,16230.0,2021-07-27T00:08:37-05:00,2021-07-27T08:18:37-05:00,56.43,48.0,53.0,0.32,0.28,12.0,95,92,100,100,100,100,1186.0,3298.0,16630.0,21056.0,27840.0,33120.0,14880.0,6720.0,2700.0,1140.0,1.90625,0.0,64.0,54,71,17,71,77.0,80.0,74,60.0
2021-07-28,81.0,88.0,79.0,50.0,96.0,61.0,99.0,85.0,29520.0,32580.0,3060.0,5850.0,20550.0,3120.0,43.0,91.0,900.0,16200.0,2021-07-27T22:59:16-05:00,2021-07-28T08:02:16-05:00,51.77,47.0,70.0,0.13,0.37,12.0,93,98,100,100,100,100,576.0,2662.0,11255.0,10020.0,28440.0,30840.0,11640.0,5340.0,480.0,9660.0,1.5625,0.0,73.0,87,74,7,65,94.0,88.0,79,91.0
2021-07-29,84.0,85.0,88.0,95.0,93.0,59.0,97.0,84.0,28740.0,32280.0,3540.0,6540.0,16320.0,5880.0,40.0,89.0,870.0,16320.0,2021-07-28T22:57:49-05:00,2021-07-29T07:55:49-05:00,49.83,42.0,76.0,-0.3,0.17,12.125,90,96,100,100,100,100,757.0,2879.0,12375.0,14020.0,26460.0,29340.0,20340.0,5100.0,480.0,4680.0,1.6875,0.0,85.0,95,76,90,69,95.0,100.0,85,85.0
2021-07-30,79.0,82.0,79.0,69.0,95.0,79.0,81.0,64.0,27960.0,31020.0,3060.0,5880.0,17790.0,4290.0,30.0,90.0,510.0,15660.0,2021-07-29T23:48:59-05:00,2021-07-30T08:25:59-05:00,59.14,49.0,41.0,0.42,0.25,12.25,88,100,100,100,100,100,454.0,2537.0,7009.0,7910.0,31500.0,35280.0,16620.0,2880.0,120.0,0.0,1.46875,0.0,70.0,82,77,89,71,69.0,63.0,71,59.0
2021-07-31,87.0,100.0,100.0,50.0,96.0,71.0,99.0,71.0,35130.0,38760.0,3630.0,9870.0,22140.0,3120.0,38.0,91.0,900.0,19560.0,2021-07-30T22:30:40-05:00,2021-07-31T09:16:40-05:00,50.87,46.0,55.0,0.12,0.34,12.125,99,98,100,100,100,100,948.0,3143.0,20974.0,18644.0,24360.0,23760.0,31920.0,6360.0,0.0,0.0,1.84375,0.0,90.0,100,89,100,77,94.0,100.0,67,100.0
2021-08-01,65.0,63.0,86.0,36.0,98.0,81.0,72.0,18.0,23280.0,24960.0,1680.0,6390.0,14610.0,2280.0,31.0,93.0,300.0,12480.0,2021-08-01T02:38:22-05:00,2021-08-01T09:34:22-05:00,69.79,62.0,20.0,-0.36,0.17,13.125,98,91,95,100,100,100,388.0,2347.0,9034.0,7630.0,24840.0,47280.0,10860.0,3420.0,0.0,0.0,1.34375,1.0,55.0,46,81,95,75,93.0,1.0,31,57.0
2021-08-02,96.0,100.0,100.0,96.0,100.0,86.0,81.0,100.0,33840.0,35640.0,1800.0,8850.0,18570.0,6420.0,31.0,95.0,480.0,17430.0,2021-08-01T21:47:35-05:00,2021-08-02T07:41:35-05:00,45.54,42.0,76.0,-0.34,-0.07,12.75,98,88,100,100,100,100,752.0,2849.0,13870.0,14148.0,30000.0,32280.0,13440.0,6240.0,60.0,4380.0,1.65625,0.0,85.0,100,90,100,81,93.0,91.0,39,100.0
2021-08-03,85.0,87.0,80.0,82.0,95.0,69.0,91.0,97.0,29460.0,32880.0,3420.0,5940.0,18420.0,5100.0,41.0,90.0,1050.0,16470.0,2021-08-02T22:30:56-05:00,2021-08-03T07:38:56-05:00,46.59,43.0,98.0,-0.13,-0.09,12.625,100,100,100,100,100,100,719.0,2797.0,8883.0,12796.0,30840.0,31680.0,8040.0,5940.0,1260.0,8640.0,1.625,0.0,87.0,96,91,88,80,100.0,96.0,57,100.0
2021-08-04,87.0,100.0,97.0,57.0,96.0,67.0,89.0,79.0,33300.0,36420.0,3120.0,7950.0,21810.0,3540.0,42.0,91.0,690.0,18030.0,2021-08-03T22:39:40-05:00,2021-08-04T08:46:40-05:00,51.19,45.0,64.0,-0.28,-0.07,12.625,94,75,95,95,100,100,455.0,2507.0,7842.0,8235.0,32940.0,35280.0,10380.0,3420.0,420.0,3960.0,1.4375,1.0,87.0,100,98,64,82,95.0,93.0,61,100.0
2021-08-05,88.0,89.0,97.0,96.0,86.0,71.0,89.0,90.0,29760.0,34800.0,5040.0,7890.0,15330.0,6540.0,41.0,86.0,1140.0,17400.0,2021-08-04T22:28:25-05:00,2021-08-05T08:08:25-05:00,48.81,43.0,83.0,0.15,0.08,12.125,89,69,95,78,100,100,575.0,2681.0,11074.0,9966.0,35520.0,31980.0,14340.0,4080.0,480.0,0.0,1.5625,1.0,92.0,100,98,95,85,92.0,100.0,73,87.0
2021-08-06,81.0,86.0,72.0,72.0,99.0,71.0,75.0,87.0,29040.0,30900.0,1860.0,5370.0,19200.0,4470.0,44.0,94.0,360.0,15150.0,2021-08-05T23:11:44-05:00,2021-08-06T07:46:44-05:00,51.03,46.0,65.0,0.2,0.24,11.75,97,90,100,95,100,100,614.0,2708.0,11602.0,11089.0,32700.0,31680.0,14880.0,4860.0,360.0,1920.0,1.5625,0.0,87.0,85,97,83,86,88.0,100.0,77,62.0
2021-08-07,89.0,100.0,100.0,91.0,88.0,74.0,94.0,59.0,34800.0,40140.0,5340.0,8790.0,20400.0,5610.0,40.0,87.0,1020.0,19020.0,2021-08-06T23:03:32-05:00,2021-08-07T10:12:32-05:00,49.97,46.0,69.0,-0.19,0.19,12.125,98,96,100,95,100,100,1043.0,3123.0,11240.0,18197.0,23700.0,36960.0,12840.0,8520.0,960.0,3420.0,1.8125,0.0,94.0,100,100,86,87,99.0,100.0,81,100.0
2021-08-08,74.0,79.0,75.0,42.0,88.0,67.0,83.0,74.0,27360.0,31320.0,3960.0,5610.0,19140.0,2610.0,44.0,87.0,1260.0,15300.0,2021-08-07T23:35:55-05:00,2021-08-08T08:17:55-05:00,51.41,46.0,55.0,0.15,0.18,11.875,90,77,100,78,100,100,480.0,2572.0,8708.0,8470.0,32640.0,33720.0,17100.0,2340.0,600.0,0.0,1.5,0.0,84.0,67,100,64,82,92.0,85.0,76,100.0
2021-08-09,85.0,94.0,95.0,74.0,99.0,62.0,67.0,89.0,31170.0,33240.0,2070.0,7110.0,19470.0,4590.0,46.0,94.0,210.0,16260.0,2021-08-08T22:49:57-05:00,2021-08-09T08:03:57-05:00,49.55,45.0,71.0,0.0,0.18,12.5,92,85,95,78,100,100,1394.0,3499.0,8108.0,24182.0,25800.0,31440.0,12840.0,5520.0,5820.0,4980.0,2.03125,1.0,91.0,95,100,100,88,100.0,100.0,80,63.0
2021-08-10,59.0,76.0,62.0,24.0,76.0,62.0,7.0,65.0,26430.0,32100.0,5670.0,4620.0,20250.0,1560.0,42.0,82.0,3870.0,17940.0,2021-08-09T23:09:06-05:00,2021-08-10T08:04:06-05:00,55.04,47.0,58.0,-0.21,0.1,12.625,93,88,100,78,100,100,648.0,2744.0,11460.0,11704.0,27060.0,35880.0,19620.0,3180.0,660.0,0.0,1.59375,0.0,68.0,29,95,1,81,98.0,84.0,76,79.0
2021-08-11,83.0,74.0,72.0,97.0,97.0,73.0,97.0,100.0,26100.0,28500.0,2400.0,5370.0,13350.0,7380.0,34.0,92.0,960.0,14340.0,2021-08-10T21:50:49-05:00,2021-08-11T05:45:49-05:00,49.96,46.0,72.0,-0.12,0.02,11.875,94,72,100,95,100,100,960.0,3153.0,18982.0,17813.0,34560.0,20100.0,23880.0,7260.0,600.0,0.0,1.84375,0.0,87.0,90,89,100,83,100.0,91.0,81,76.0
2021-08-12,70.0,57.0,65.0,55.0,100.0,88.0,94.0,52.0,21450.0,22680.0,1230.0,4860.0,13170.0,3420.0,35.0,95.0,780.0,11520.0,2021-08-12T01:23:09-04:00,2021-08-12T07:41:09-04:00,53.38,49.0,62.0,-0.09,0.02,12.5,93,82,100,100,100,100,1090.0,3345.0,24317.0,20750.0,31080.0,17580.0,29760.0,7620.0,360.0,0.0,1.96875,0.0,72.0,57,76,60,77,100.0,68.0,80,85.0
2021-08-13,68.0,59.0,74.0,65.0,96.0,85.0,94.0,19.0,22140.0,24360.0,2220.0,5490.0,12600.0,4050.0,29.0,91.0,810.0,12000.0,2021-08-13T02:39:23-04:00,2021-08-13T09:25:23-04:00,66.61,59.0,33.0,-0.02,0.08,13.5,90,77,95,100,100,100,571.0,2603.0,13226.0,11324.0,32160.0,35640.0,14040.0,4560.0,0.0,0.0,1.5,1.0,53.0,53,65,None,77,100.0,1.0,60,63.0
2021-08-14,89.0,99.0,100.0,97.0,97.0,78.0,72.0,59.0,33060.0,36000.0,2940.0,9930.0,16260.0,6870.0,38.0,92.0,300.0,17070.0,2021-08-13T23:36:02-05:00,2021-08-14T09:36:02-05:00,51.66,42.0,83.0,-0.17,0.05,12.75,87,80,95,95,100,100,538.0,2552.0,8141.0,10809.0,27900.0,36840.0,14760.0,2400.0,420.0,4080.0,1.46875,1.0,85.0,100,72,100,80,99.0,96.0,70,88.0
2021-08-15,86.0,94.0,97.0,78.0,100.0,76.0,67.0,77.0,31230.0,32880.0,1650.0,7680.0,18690.0,4860.0,40.0,95.0,180.0,16080.0,2021-08-14T23:17:23-05:00,2021-08-15T08:25:23-05:00,48.56,44.0,82.0,-0.12,0.02,12.125,98,93,100,100,100,100,1002.0,3125.0,13373.0,18430.0,24960.0,33420.0,21360.0,5340.0,1320.0,0.0,1.8125,0.0,89.0,98,78,100,84,100.0,100.0,79,100.0
2021-08-16,73.0,80.0,87.0,28.0,88.0,73.0,59.0,78.0,27570.0,31800.0,4230.0,6450.0,19320.0,1800.0,38.0,87.0,1770.0,16770.0,2021-08-15T23:03:23-05:00,2021-08-16T07:53:23-05:00,60.6,50.0,41.0,0.11,0.1,12.75,98,93,100,100,100,100,1497.0,3624.0,15116.0,27341.0,25320.0,30000.0,17280.0,8820.0,2880.0,2100.0,2.09375,0.0,62.0,65,76,53,79,96.0,45.0,63,37.0
2021-08-17,80.0,87.0,67.0,63.0,99.0,78.0,72.0,79.0,29370.0,31080.0,1710.0,5040.0,20400.0,3930.0,34.0,94.0,330.0,15360.0,2021-08-16T23:25:09-05:00,2021-08-17T08:03:09-05:00,52.98,47.0,66.0,0.18,0.24,12.0,98,98,100,100,100,100,864.0,2975.0,11479.0,15292.0,27960.0,32640.0,19200.0,6000.0,600.0,0.0,1.71875,0.0,70.0,83,79,22,74,89.0,85.0,66,55.0
