date,Sleep Score,Total Sleep Score,REM Sleep Score,Deep Sleep Score,Sleep Efficiency Score,Restfulness Score,Sleep Latency Score,Sleep Timin Score,Total Sleep Duration,Total Bedtime ,Awake Time,REM Sleep Duration,Light Sleep Duration,Deep Sleep Duration,Restless Sleep,Sleep Efficiency,Sleep Latency,Sleep Timing,Bedtime Start,Bedtime End,Average Resting Heart Rate,Lowest Resting Heart Rate,Average HRV,Temperature Deviation (°C),Temperature Trend Deviation,Respiratory Rate,Activity Score,Stay Active Score,Move Every Hour Score,Meet Daily Targets Score,Training Frequency Score,Training Volume Score,Activity Burn,Total Burn,Steps,Equivalent Walking Distance,Inactive Time,Rest Time,Low Activity Time,Medium Activity Time,High Activity Time,Non-wear Time,Average MET,Long Periods of Inactivity,Readiness Score,Previous Night Score,Sleep Balance Score,Previous Day Activity Score,Activity Balance Score,Temperature Score,Resting Heart Rate Score,HRV Balance Score,Recovery Index Score
2019-11-26,85.0,86.0,97.0,83.0,93.0,72.0,70.0,100.0,29460.0,33000.0,3540.0,8010.0,16110.0,5340.0,30.0,89.0,210.0,16410.0,2019-11-25T21:06:57-06:00,2019-11-26T06:16:57-06:00,53.52,48.0,57.0,0.04,0.18,12.5,89,65,100,78,100,99,599.0,2788.0,11778.0,9886.0,38460.0,23460.0,17760.0,3780.0,660.0,2280.0,1.625,0.0,88.0,83,93,91,77,100.0,99.0,None,75.0
2019-11-27,72.0,59.0,60.0,73.0,90.0,71.0,89.0,97.0,22440.0,25620.0,3180.0,4560.0,13230.0,4650.0,34.0,88.0,660.0,13230.0,2019-11-26T23:24:54-06:00,2019-11-27T06:31:54-06:00,55.39,48.0,60.0,-0.05,0.1,12.125,84,70,95,60,100,98,399.0,2529.0,8223.0,7066.0,35820.0,21600.0,15720.0,2460.0,60.0,10740.0,1.46875,1.0,74.0,51,85,69,77,100.0,91.0,None,61.0
2019-11-28,78.0,68.0,81.0,81.0,98.0,92.0,75.0,65.0,24630.0,26580.0,1950.0,6090.0,13410.0,5130.0,30.0,93.0,360.0,12810.0,2019-11-28T00:34:34-06:00,2019-11-28T07:57:34-06:00,58.92,53.0,42.0,0.12,0.16,12.5,82,52,100,60,100,98,501.0,2678.0,8416.0,7834.0,44460.0,21240.0,16920.0,1140.0,1200.0,1440.0,1.5625,0.0,67.0,66,79,78,82,95.0,52.0,None,59.0
2019-11-29,70.0,63.0,73.0,71.0,96.0,77.0,99.0,22.0,23430.0,25680.0,2250.0,5490.0,13380.0,4560.0,35.0,91.0,900.0,12720.0,2019-11-29T02:12:34-06:00,2019-11-29T09:20:34-06:00,69.73,63.0,27.0,0.1,0.2,13.375,85,67,100,60,100,98,442.0,2555.0,7611.0,7722.0,37320.0,26820.0,18180.0,1740.0,480.0,1860.0,1.46875,0.0,45.0,47,74,58,84,97.0,1.0,None,31.0
2019-11-30,73.0,75.0,80.0,69.0,97.0,75.0,83.0,23.0,26370.0,28620.0,2250.0,6000.0,15930.0,4440.0,32.0,92.0,510.0,14130.0,2019-11-30T01:39:39-06:00,2019-11-30T09:36:39-06:00,54.78,52.0,45.0,-0.05,0.16,13.5,81,72,95,43,100,97,325.0,2395.0,7808.0,5837.0,34860.0,35340.0,14220.0,1980.0,0.0,0.0,1.375,1.0,73.0,54,72,81,86,100.0,70.0,None,100.0
2019-12-01,84.0,97.0,98.0,75.0,95.0,70.0,86.0,44.0,32610.0,36240.0,3630.0,8190.0,19650.0,4770.0,32.0,90.0,600.0,18630.0,2019-11-30T23:40:34-06:00,2019-12-01T09:44:34-06:00,59.89,51.0,41.0,0.47,0.32,13.625,85,99,100,43,100,97,415.0,2398.0,8548.0,7629.0,19680.0,42840.0,9000.0,3240.0,480.0,11160.0,1.375,0.0,80.0,83,79,100,89,64.0,86.0,None,64.0
2019-12-02,90.0,88.0,92.0,98.0,96.0,87.0,70.0,100.0,29910.0,32820.0,2910.0,6870.0,15360.0,7680.0,27.0,91.0,240.0,16200.0,2019-12-01T21:29:55-06:00,2019-12-02T06:36:55-06:00,52.8,47.0,60.0,-0.14,0.25,12.5,81,72,100,43,100,97,476.0,2595.0,9033.0,8131.0,34980.0,30480.0,15000.0,2460.0,420.0,3060.0,1.5,0.0,88.0,98,81,73,91,100.0,100.0,None,73.0
2019-12-03,91.0,84.0,97.0,98.0,99.0,88.0,94.0,100.0,28950.0,30960.0,2010.0,7860.0,13200.0,7890.0,30.0,94.0,750.0,15540.0,2019-12-02T22:05:49-06:00,2019-12-03T06:41:49-06:00,53.27,49.0,62.0,0.08,0.2,12.125,81,73,100,43,100,96,49.0,2005.0,1025.0,968.0,2940.0,10920.0,2640.0,120.0,0.0,69780.0,1.1875,0.0,89.0,100,84,82,91,98.0,86.0,None,100.0
2019-12-05,85.0,92.0,92.0,68.0,83.0,75.0,70.0,100.0,31050.0,36540.0,5490.0,6900.0,19770.0,4380.0,36.0,85.0,210.0,18150.0,2019-12-04T21:26:30-06:00,2019-12-05T07:35:30-06:00,55.26,51.0,46.0,-0.2,0.05,13.125,83,86,100,43,100,98,576.0,2687.0,12546.0,10238.0,19740.0,14460.0,12300.0,4920.0,240.0,34740.0,1.5625,0.0,84.0,84,89,65,92,98.0,78.0,None,100.0
2019-12-08,81.0,87.0,81.0,99.0,98.0,66.0,81.0,47.0,29550.0,31800.0,2250.0,6120.0,15180.0,8250.0,33.0,93.0,450.0,15810.0,2019-12-08T00:21:40-06:00,2019-12-08T09:11:40-06:00,70.03,59.0,34.0,0.13,0.15,13.5,87,86,95,60,100,100,560.0,2600.0,13207.0,10506.0,27840.0,40920.0,12420.0,4980.0,240.0,0.0,1.46875,1.0,61.0,74,90,89,86,93.0,24.0,None,7.0
2019-12-09,83.0,87.0,61.0,97.0,95.0,64.0,81.0,100.0,29760.0,32940.0,3180.0,4620.0,17850.0,7290.0,34.0,90.0,450.0,16320.0,2019-12-08T22:03:20-06:00,2019-12-09T07:12:20-06:00,57.57,51.0,66.0,0.08,0.24,12.375,93,89,100,78,100,100,964.0,3077.0,17412.0,17314.0,27000.0,33300.0,16740.0,6000.0,1680.0,1680.0,1.78125,0.0,82.0,80,91,90,83,98.0,87.0,None,45.0
2019-12-10,84.0,83.0,76.0,95.0,93.0,66.0,86.0,100.0,28470.0,31980.0,3510.0,5730.0,16590.0,6150.0,33.0,89.0,570.0,15990.0,2019-12-09T21:52:51-06:00,2019-12-10T06:45:51-06:00,54.23,49.0,71.0,-0.11,0.14,12.125,94,77,100,95,100,100,923.0,3058.0,16695.0,16074.0,32700.0,28980.0,17160.0,4200.0,2040.0,1320.0,1.75,0.0,80.0,83,90,40,71,100.0,100.0,None,55.0
2019-12-11,75.0,71.0,84.0,86.0,69.0,62.0,86.0,87.0,25470.0,32280.0,6810.0,6360.0,13590.0,5520.0,37.0,79.0,1170.0,16800.0,2019-12-10T22:45:54-06:00,2019-12-11T07:43:54-06:00,62.67,54.0,48.0,0.91,0.46,13.5,90,69,95,95,100,100,224.0,2229.0,4240.0,3674.0,35940.0,41880.0,7080.0,1140.0,360.0,0.0,1.28125,1.0,51.0,60,85,28,63,29.0,48.0,None,93.0
2019-12-12,84.0,94.0,100.0,37.0,93.0,58.0,91.0,100.0,31530.0,35340.0,3810.0,9930.0,19200.0,2400.0,48.0,89.0,1050.0,17610.0,2019-12-11T21:21:07-06:00,2019-12-12T07:10:07-06:00,65.26,58.0,39.0,1.2,0.95,14.5,96,80,100,95,100,100,446.0,2507.0,8821.0,8029.0,31140.0,35400.0,12240.0,3360.0,300.0,3960.0,1.4375,0.0,52.0,83,90,100,71,5.0,18.0,None,79.0
2019-12-13,87.0,89.0,76.0,74.0,97.0,84.0,86.0,100.0,30090.0,32820.0,2730.0,5730.0,19620.0,4740.0,31.0,92.0,600.0,16830.0,2019-12-12T21:04:54-06:00,2019-12-13T06:11:54-06:00,53.31,49.0,54.0,-0.12,0.75,11.375,89,62,100,78,100,100,619.0,2868.0,13462.0,11163.0,39660.0,14280.0,27420.0,3060.0,60.0,1920.0,1.6875,0.0,91.0,90,91,86,74,100.0,97.0,None,100.0
2019-12-14,70.0,60.0,80.0,92.0,97.0,85.0,67.0,25.0,22500.0,24420.0,1920.0,6000.0,10620.0,5880.0,23.0,92.0,180.0,11880.0,2019-12-14T02:11:38-06:00,2019-12-14T08:58:38-06:00,70.49,63.0,20.0,0.22,0.42,14.0,89,61,60,95,100,99,358.0,2392.0,7183.0,6543.0,39000.0,34080.0,10260.0,2520.0,360.0,180.0,1.375,3.0,53.0,47,81,78,73,86.0,1.0,None,88.0
2019-12-15,82.0,85.0,98.0,64.0,99.0,72.0,99.0,53.0,29010.0,30900.0,1890.0,8340.0,16560.0,4110.0,36.0,94.0,870.0,15600.0,2019-12-15T00:13:23-06:00,2019-12-15T08:48:23-06:00,60.1,56.0,47.0,0.54,0.43,12.875,96,85,100,95,100,98,471.0,2522.0,10245.0,9023.0,28440.0,38220.0,17100.0,2100.0,240.0,300.0,1.4375,0.0,67.0,77,82,88,77,59.0,43.0,None,100.0
2019-12-16,90.0,96.0,100.0,97.0,97.0,80.0,78.0,77.0,32160.0,34800.0,2640.0,9090.0,16140.0,6930.0,32.0,92.0,420.0,16710.0,2019-12-15T23:05:45-06:00,2019-12-16T08:45:45-06:00,51.42,48.0,59.0,-0.09,0.38,12.25,91,85,95,78,100,97,492.0,2574.0,9962.0,8453.0,28980.0,38760.0,13500.0,3180.0,480.0,1500.0,1.46875,1.0,93.0,98,86,94,78,100.0,100.0,None,100.0
2019-12-17,93.0,99.0,97.0,96.0,99.0,78.0,75.0,100.0,33180.0,35340.0,2160.0,8010.0,18840.0,6330.0,36.0,94.0,330.0,17580.0,2019-12-16T21:50:12-06:00,2019-12-17T07:39:12-06:00,50.55,46.0,75.0,-0.08,0.2,11.5,86,76,100,60,100,97,310.0,2349.0,7112.0,5619.0,32640.0,37680.0,11100.0,1980.0,0.0,3000.0,1.34375,0.0,94.0,100,92,87,80,100.0,98.0,None,100.0
2019-12-18,84.0,81.0,77.0,96.0,96.0,83.0,64.0,100.0,27990.0,30780.0,2790.0,5820.0,15840.0,6330.0,28.0,91.0,90.0,14790.0,2019-12-17T22:29:23-06:00,2019-12-18T07:02:23-06:00,50.59,47.0,64.0,-0.14,0.05,12.25,84,65,100,60,100,96,401.0,2582.0,9033.0,6435.0,38040.0,28500.0,17400.0,2460.0,0.0,0.0,1.5,0.0,91.0,82,90,98,85,100.0,100.0,None,96.0
2019-12-19,84.0,86.0,95.0,63.0,100.0,81.0,75.0,83.0,29430.0,30540.0,1110.0,7200.0,18180.0,4050.0,36.0,96.0,360.0,15270.0,2019-12-18T23:17:25-06:00,2019-12-19T07:46:25-06:00,69.16,63.0,23.0,0.15,0.14,12.875,85,71,95,60,100,99,829.0,2930.0,16262.0,14946.0,35580.0,24900.0,12720.0,7020.0,900.0,5280.0,1.6875,1.0,63.0,82,90,97,87,92.0,1.0,None,58.0
2019-12-20,73.0,67.0,56.0,100.0,96.0,84.0,78.0,42.0,24270.0,26820.0,2550.0,4260.0,9360.0,10650.0,28.0,90.0,420.0,12960.0,2019-12-20T01:18:55-06:00,2019-12-20T08:45:55-06:00,48.21,44.0,86.0,-0.18,0.11,12.375,84,68,95,60,96,99,364.0,2415.0,7474.0,6644.0,36900.0,35220.0,11220.0,2220.0,120.0,720.0,1.375,1.0,78.0,54,85,51,81,99.0,95.0,None,95.0
2019-12-21,83.0,89.0,95.0,80.0,96.0,67.0,86.0,66.0,30210.0,33300.0,3090.0,7170.0,17970.0,5070.0,35.0,91.0,600.0,16650.0,2019-12-20T23:29:57-06:00,2019-12-21T08:44:57-06:00,53.44,47.0,54.0,-0.22,0.02,12.625,86,77,100,60,96,99,734.0,2920.0,16780.0,14123.0,32520.0,24000.0,25200.0,4620.0,60.0,0.0,1.6875,0.0,85.0,80,87,94,83,97.0,99.0,None,48.0
2019-12-22,68.0,67.0,42.0,78.0,97.0,79.0,91.0,22.0,24330.0,26580.0,2250.0,3210.0,16140.0,4980.0,29.0,92.0,690.0,13410.0,2019-12-22T02:01:00-06:00,2019-12-22T09:24:00-06:00,69.55,57.0,25.0,0.79,0.34,12.75,79,66,95,43,96,98,248.0,2269.0,4455.0,4198.0,37080.0,37920.0,9300.0,600.0,540.0,960.0,1.3125,1.0,55.0,43,80,79,77,38.0,41.0,None,17.0
2019-12-24,89.0,96.0,98.0,96.0,99.0,74.0,91.0,64.0,32190.0,34440.0,2250.0,8130.0,17250.0,6810.0,32.0,93.0,720.0,17490.0,2019-12-23T23:18:38-06:00,2019-12-24T08:52:38-06:00,51.98,48.0,56.0,0.01,None,12.75,80,68,100,43,96,97,409.0,2575.0,8290.0,6979.0,36780.0,25020.0,21960.0,1140.0,120.0,1380.0,1.5,0.0,93.0,95,86,88,90,100.0,100.0,None,100.0
2019-12-25,70.0,67.0,53.0,96.0,93.0,71.0,97.0,21.0,24540.0,27600.0,3060.0,3990.0,13680.0,6870.0,32.0,89.0,810.0,13800.0,2019-12-25T01:58:27-06:00,2019-12-25T09:38:27-06:00,52.74,48.0,64.0,-0.25,0.03,12.0,81,77,100,43,96,95,315.0,2393.0,6481.0,5570.0,32580.0,32700.0,19140.0,900.0,0.0,1080.0,1.375,0.0,82.0,47,81,92,91,96.0,100.0,None,98.0
2019-12-26,86.0,96.0,96.0,100.0,97.0,77.0,81.0,30.0,32220.0,35160.0,2940.0,7620.0,14760.0,9840.0,33.0,92.0,450.0,17100.0,2019-12-26T00:33:43-06:00,2019-12-26T10:19:43-06:00,51.8,47.0,60.0,-0.18,-0.02,12.375,71,70,95,25,71,86,231.0,2246.0,4653.0,3894.0,35400.0,39240.0,9840.0,1320.0,180.0,420.0,1.28125,1.0,93.0,87,86,100,94,99.0,100.0,None,100.0
2019-12-28,81.0,94.0,97.0,98.0,90.0,61.0,78.0,22.0,31470.0,35700.0,4230.0,7740.0,15900.0,7830.0,37.0,88.0,420.0,16980.0,2019-12-28T01:00:56-06:00,2019-12-28T10:55:56-06:00,54.69,51.0,45.0,-0.11,0.02,12.625,59,72,100,1,40,61,261.0,2318.0,5235.0,4409.0,34860.0,36120.0,13980.0,1080.0,60.0,300.0,1.3125,0.0,85.0,75,86,93,100,100.0,78.0,None,100.0
2019-12-29,71.0,70.0,37.0,96.0,88.0,84.0,89.0,28.0,25080.0,28860.0,3780.0,2880.0,15570.0,6630.0,33.0,87.0,1110.0,14970.0,2019-12-29T01:12:47-06:00,2019-12-29T09:13:47-06:00,55.96,48.0,52.0,0.13,0.12,12.25,68,80,100,25,40,71,508.0,2612.0,9820.0,9658.0,31200.0,31620.0,20280.0,2220.0,120.0,960.0,1.5,0.0,77.0,50,82,100,100,94.0,86.0,None,52.0
2019-12-30,75.0,85.0,68.0,62.0,96.0,76.0,89.0,23.0,29160.0,31920.0,2760.0,5160.0,20010.0,3990.0,42.0,91.0,630.0,16380.0,2019-12-30T01:02:20-06:00,2019-12-30T09:54:20-06:00,54.8,51.0,59.0,-0.1,0.12,12.25,78,97,95,43,40,96,796.0,2857.0,16225.0,15309.0,20760.0,34980.0,18540.0,5520.0,360.0,6240.0,1.65625,1.0,83.0,60,83,89,100,100.0,86.0,None,100.0
2019-12-31,66.0,48.0,28.0,96.0,76.0,83.0,86.0,85.0,19470.0,23820.0,4350.0,2190.0,10590.0,6690.0,34.0,82.0,1170.0,13170.0,2019-12-30T23:50:03-06:00,2019-12-31T06:27:03-06:00,55.66,49.0,63.0,-0.16,0.05,11.5,74,38,100,60,40,96,469.0,2694.0,10439.0,8501.0,51840.0,12660.0,19740.0,2040.0,120.0,0.0,1.59375,0.0,69.0,37,73,72,92,100.0,94.0,None,40.0
2020-01-01,63.0,55.0,44.0,64.0,93.0,61.0,86.0,55.0,21240.0,23940.0,2700.0,3360.0,13770.0,4110.0,42.0,89.0,600.0,11970.0,2020-01-01T01:08:42-08:00,2020-01-01T07:47:42-08:00,61.12,55.0,35.0,-0.15,-0.01,12.625,85,83,100,78,40,96,367.0,2436.0,8310.0,6841.0,30180.0,37260.0,17100.0,1440.0,60.0,360.0,1.40625,0.0,51.0,30,64,72,89,100.0,32.0,None,56.0
2020-01-02,78.0,87.0,74.0,63.0,67.0,53.0,94.0,100.0,29700.0,38280.0,8580.0,5550.0,20070.0,4080.0,35.0,78.0,780.0,19440.0,2020-01-01T21:25:31-08:00,2020-01-02T08:03:31-08:00,62.99,50.0,40.0,0.69,0.67,13.0,90,88,95,95,40,96,481.0,2593.0,10525.0,9178.0,27120.0,35160.0,22800.0,1320.0,0.0,0.0,1.5,1.0,66.0,68,56,100,86,47.0,73.0,None,64.0
2020-01-03,75.0,59.0,57.0,96.0,90.0,73.0,91.0,100.0,22290.0,25500.0,3210.0,4320.0,11400.0,6570.0,39.0,87.0,690.0,12420.0,2020-01-02T22:03:20-08:00,2020-01-03T05:08:20-08:00,50.81,47.0,70.0,-0.27,0.45,12.375,88,75,100,95,40,95,267.0,2283.0,5713.0,5085.0,33480.0,36420.0,11460.0,1380.0,0.0,3660.0,1.3125,0.0,77.0,60,52,100,83,96.0,99.0,None,91.0
2020-01-04,92.0,100.0,97.0,98.0,88.0,74.0,81.0,93.0,36960.0,42720.0,5760.0,8040.0,20880.0,8040.0,30.0,87.0,480.0,20610.0,2020-01-03T21:29:03-06:00,2020-01-04T09:21:03-06:00,51.52,44.0,62.0,0.12,0.22,12.75,90,67,100,95,71,95,472.0,2645.0,10741.0,8481.0,37500.0,25320.0,19380.0,2880.0,60.0,1260.0,1.53125,0.0,85.0,100,67,96,87,95.0,91.0,None,73.0
2020-01-05,73.0,79.0,71.0,97.0,97.0,66.0,70.0,15.0,27450.0,30060.0,2610.0,5310.0,14790.0,7350.0,44.0,91.0,210.0,14460.0,2020-01-05T02:26:14-06:00,2020-01-05T10:47:14-06:00,57.4,52.0,47.0,-0.16,0.03,12.375,98,100,100,95,96,96,464.0,2446.0,11033.0,8853.0,14940.0,52260.0,14760.0,3540.0,0.0,900.0,1.375,0.0,68.0,55,68,87,84,99.0,65.0,None,74.0
2020-01-06,84.0,92.0,67.0,72.0,97.0,72.0,75.0,100.0,30990.0,33660.0,2670.0,5010.0,21360.0,4620.0,37.0,92.0,360.0,16950.0,2020-01-05T20:25:14-06:00,2020-01-06T05:46:14-06:00,54.23,48.0,59.0,0.04,0.05,12.0,95,79,100,95,96,99,966.0,3143.0,18539.0,17237.0,31380.0,24120.0,21720.0,6660.0,1200.0,1320.0,1.8125,0.0,81.0,83,74,100,83,100.0,100.0,None,31.0
2020-01-07,70.0,73.0,49.0,82.0,41.0,52.0,91.0,100.0,25890.0,38820.0,12930.0,3720.0,16980.0,5190.0,39.0,67.0,720.0,19950.0,2020-01-06T20:53:54-06:00,2020-01-07T07:40:54-06:00,56.66,51.0,49.0,0.02,0.16,12.5,98,95,100,95,100,99,599.0,2677.0,13650.0,11543.0,24480.0,39120.0,19140.0,3600.0,60.0,0.0,1.53125,0.0,67.0,47,70,44,53,100.0,88.0,None,86.0
2020-01-08,88.0,90.0,60.0,96.0,93.0,78.0,99.0,100.0,30390.0,34260.0,3870.0,4530.0,19080.0,6780.0,31.0,89.0,870.0,16830.0,2020-01-07T20:36:12-06:00,2020-01-08T06:07:12-06:00,53.01,47.0,62.0,-0.14,0.09,12.0,97,92,100,95,100,100,1388.0,3549.0,24343.0,24949.0,23880.0,30060.0,21660.0,8160.0,2640.0,0.0,2.03125,0.0,85.0,93,76,96,51,100.0,100.0,None,84.0
2020-01-09,80.0,79.0,88.0,73.0,83.0,61.0,91.0,100.0,27630.0,32640.0,5010.0,6660.0,16320.0,4650.0,39.0,85.0,1080.0,16170.0,2020-01-08T21:41:46-06:00,2020-01-09T06:45:46-06:00,57.69,51.0,40.0,0.07,0.11,12.75,92,80,100,95,100,100,743.0,2912.0,17732.0,13920.0,31140.0,23460.0,20160.0,6180.0,0.0,5460.0,1.6875,0.0,61.0,72,77,1,36,99.0,72.0,None,59.0
2020-01-10,75.0,67.0,71.0,72.0,88.0,80.0,86.0,77.0,24480.0,28080.0,3600.0,5370.0,14520.0,4590.0,29.0,87.0,570.0,13590.0,2020-01-09T23:58:00-06:00,2020-01-10T07:46:00-06:00,54.02,50.0,50.0,-0.42,-0.03,12.375,89,73,95,100,100,100,467.0,2551.0,8101.0,7568.0,34260.0,34080.0,15360.0,1380.0,1080.0,240.0,1.46875,1.0,71.0,60,75,76,36,91.0,88.0,None,79.0
2020-01-11,88.0,89.0,96.0,76.0,95.0,79.0,94.0,90.0,30090.0,33540.0,3450.0,7650.0,17610.0,4830.0,35.0,90.0,750.0,15960.0,2020-01-10T22:53:33-06:00,2020-01-11T08:12:33-06:00,55.36,49.0,45.0,0.22,0.23,13.125,87,80,95,100,100,100,470.0,2546.0,9580.0,7954.0,31260.0,36120.0,15240.0,2700.0,420.0,660.0,1.46875,1.0,83.0,92,83,74,51,86.0,100.0,None,68.0
2020-01-12,74.0,86.0,77.0,34.0,88.0,57.0,94.0,57.0,29370.0,34020.0,4650.0,5820.0,21330.0,2220.0,39.0,86.0,990.0,17430.0,2020-01-11T23:33:57-06:00,2020-01-12T09:00:57-06:00,64.08,51.0,35.0,0.55,0.64,13.0,77,86,100,100,100,100,595.0,2659.0,12892.0,11180.0,28560.0,37440.0,16080.0,4260.0,60.0,0.0,1.53125,0.0,65.0,57,71,90,63,59.0,65.0,None,35.0
2020-01-13,85.0,79.0,66.0,96.0,90.0,86.0,94.0,100.0,27450.0,31140.0,3690.0,4950.0,15960.0,6540.0,26.0,88.0,750.0,15270.0,2020-01-12T22:02:32-06:00,2020-01-13T06:41:32-06:00,49.21,44.0,68.0,-0.09,0.45,12.75,76,95,100,100,100,100,1089.0,3209.0,19673.0,19884.0,23040.0,31740.0,19440.0,6360.0,1980.0,3840.0,1.84375,0.0,83.0,85,72,93,64,100.0,91.0,None,100.0
2020-01-14,80.0,91.0,42.0,74.0,95.0,69.0,70.0,100.0,30780.0,34020.0,3240.0,3210.0,22860.0,4710.0,40.0,90.0,240.0,16740.0,2020-01-13T21:44:10-06:00,2020-01-14T07:11:10-06:00,53.05,47.0,57.0,-0.18,0.16,13.375,73,87,100,100,100,100,738.0,2878.0,15814.0,13261.0,28020.0,29760.0,23040.0,5040.0,240.0,300.0,1.65625,0.0,76.0,73,77,33,59,99.0,100.0,None,100.0
2020-01-15,79.0,78.0,71.0,63.0,88.0,68.0,91.0,100.0,27360.0,31380.0,4020.0,5370.0,17910.0,4080.0,42.0,87.0,1050.0,15060.0,2020-01-14T22:47:17-06:00,2020-01-15T07:30:17-06:00,54.18,50.0,53.0,-0.4,-0.21,12.5,74,94,100,100,100,100,760.0,2881.0,17307.0,13686.0,23700.0,36480.0,19440.0,6720.0,60.0,0.0,1.65625,0.0,77.0,70,77,83,57,91.0,79.0,None,100.0
2020-01-16,89.0,95.0,95.0,73.0,93.0,70.0,94.0,100.0,31830.0,35940.0,4110.0,7170.0,20010.0,4650.0,32.0,89.0,1020.0,17820.0,2020-01-15T21:16:56-06:00,2020-01-16T07:15:56-06:00,55.93,49.0,45.0,0.41,0.06,12.25,73,88,100,100,100,100,851.0,2960.0,15605.0,14171.0,26460.0,33960.0,18060.0,4260.0,1680.0,1980.0,1.6875,0.0,81.0,95,83,91,56,70.0,94.0,None,75.0
2020-01-17,78.0,66.0,43.0,97.0,96.0,80.0,97.0,100.0,24090.0,26640.0,2550.0,3270.0,13350.0,7470.0,32.0,90.0,930.0,13290.0,2020-01-16T22:26:40-06:00,2020-01-17T05:50:40-06:00,53.08,47.0,48.0,-0.21,0.13,12.625,70,64,100,100,100,100,797.0,2959.0,15286.0,14072.0,38760.0,24060.0,18240.0,3720.0,1620.0,0.0,1.71875,0.0,75.0,67,79,50,55,98.0,94.0,None,93.0
2020-01-18,76.0,92.0,87.0,51.0,93.0,62.0,54.0,59.0,30960.0,34620.0,3660.0,6540.0,21120.0,3300.0,42.0,89.0,1920.0,17940.0,2020-01-17T23:22:06-06:00,2020-01-18T08:59:06-06:00,65.21,52.0,31.0,0.27,0.24,12.625,74,95,100,100,100,100,1239.0,3426.0,8355.0,22605.0,23400.0,28560.0,24720.0,6960.0,2040.0,720.0,1.96875,0.0,61.0,63,84,38,55,82.0,63.0,None,25.0
2020-01-19,84.0,94.0,72.0,74.0,98.0,69.0,78.0,82.0,31350.0,33900.0,2550.0,5430.0,21180.0,4740.0,37.0,92.0,390.0,16500.0,2020-01-18T22:59:30-06:00,2020-01-19T08:24:30-06:00,51.95,46.0,61.0,-0.21,-0.03,12.625,71,76,100,100,100,100,569.0,2640.0,11745.0,10460.0,33120.0,36960.0,10980.0,4920.0,420.0,0.0,1.5,0.0,72.0,83,84,20,35,98.0,96.0,None,58.0
2020-01-20,89.0,96.0,75.0,91.0,86.0,72.0,94.0,100.0,32130.0,37200.0,5070.0,5700.0,20610.0,5820.0,38.0,86.0,1020.0,18210.0,2020-01-19T21:53:48-06:00,2020-01-20T08:13:48-06:00,54.5,49.0,50.0,0.13,0.03,12.125,73,89,100,100,100,100,601.0,2621.0,13732.0,11553.0,26460.0,40080.0,13980.0,5040.0,120.0,720.0,1.5,0.0,86.0,95,89,82,39,94.0,94.0,None,93.0
2020-01-21,85.0,83.0,75.0,96.0,96.0,86.0,72.0,87.0,28530.0,31260.0,2730.0,5610.0,16470.0,6450.0,32.0,91.0,270.0,14760.0,2020-01-20T23:19:31-05:00,2020-01-21T08:00:31-05:00,51.49,49.0,43.0,-0.17,0.01,13.625,71,72,100,100,100,100,552.0,2679.0,10935.0,9704.0,36300.0,27480.0,17820.0,3060.0,480.0,1260.0,1.5625,0.0,87.0,85,87,91,48,99.0,100.0,None,100.0
2020-01-23,92.0,100.0,82.0,100.0,97.0,79.0,67.0,100.0,33570.0,36660.0,3090.0,6180.0,18600.0,8790.0,27.0,92.0,180.0,17430.0,2020-01-22T21:37:09-05:00,2020-01-23T07:48:09-05:00,50.52,46.0,51.0,0.03,0.18,13.125,93,57,100,100,100,99,412.0,2567.0,8884.0,7036.0,42780.0,23340.0,16680.0,1920.0,300.0,1380.0,1.5,0.0,90.0,100,76,97,68,100.0,100.0,None,100.0
2020-01-24,75.0,75.0,47.0,100.0,95.0,77.0,67.0,63.0,26430.0,29340.0,2910.0,3570.0,13500.0,9360.0,34.0,90.0,180.0,13980.0,2020-01-24T00:19:10-06:00,2020-01-24T08:28:10-06:00,52.21,48.0,62.0,-0.06,0.12,12.375,97,85,100,100,100,98,454.0,2510.0,10458.0,8224.0,27840.0,37860.0,12720.0,3780.0,0.0,4200.0,1.4375,0.0,81.0,59,75,82,74,100.0,100.0,None,100.0
2020-01-25,81.0,88.0,83.0,73.0,88.0,71.0,59.0,94.0,29970.0,34620.0,4650.0,6240.0,19080.0,4650.0,38.0,87.0,1800.0,17280.0,2020-01-24T22:24:17-06:00,2020-01-25T08:01:17-06:00,54.09,48.0,57.0,-0.07,0.08,12.75,96,82,100,95,100,97,546.0,2640.0,10782.0,9967.0,30240.0,34140.0,18600.0,2100.0,600.0,720.0,1.53125,0.0,85.0,75,78,93,78,100.0,100.0,None,84.0
2020-01-26,89.0,94.0,86.0,98.0,93.0,73.0,94.0,78.0,31350.0,35160.0,3810.0,6480.0,17280.0,7590.0,28.0,89.0,990.0,17490.0,2020-01-25T22:51:06-06:00,2020-01-26T08:37:06-06:00,55.44,47.0,54.0,0.56,0.31,12.0,92,90,100,78,100,97,430.0,2492.0,8753.0,7813.0,23640.0,40680.0,20400.0,1140.0,360.0,180.0,1.4375,0.0,81.0,95,84,81,79,57.0,100.0,None,44.0
